"postcode","instals","estimated_dwellings","density","capacity","capunder10","cap10_100","capover100","countunder10","count10_100","countover100","pot_kw","pot_sqm","pot_gwh"
"2220","1318","5157","21.5","8253.0","5015.0","3238.0","0.0","1108","210","0","83918.0","537,074","108.2"
"2221","1239","5205","17.7","8963.0","4497.0","4466.0","0.0","920","319","0","70712.0","452,556","91.1"
"2222","576","2726","18.8","3365.0","2342.0","1023.0","0.0","513","63","0","37894.0","242,524","48.9"
"2223","1516","5942","21.5","10110.0","6039.0","3519.0","552.0","1278","236","2","84747.0","542,384","109.6"
"2224","1041","4928","16.3","7460.0","4120.0","3340.0","0.0","805","236","0","63907.0","409,004","82.4"
"2225","518","1834","22.0","3497.0","2068.0","1429.0","0.0","403","115","0","26594.0","170,199","34.3"
"2226","1219","4162","25.6","7117.0","5123.0","1994.0","0.0","1064","155","0","51240.0","327,934","66.1"
"2227","1074","4599","19.2","7099.0","4475.0","2624.0","0.0","881","193","0","62180.0","397,954","80.1"
"2228","1258","5488","18.8","8500.0","5027.0","3473.0","0.0","1031","227","0","87711.0","561,353","113.3"
"2229","2167","9351","17.7","17910.0","8574.0","8390.0","946.0","1656","509","2","183382.0","1,173,644","238.0"
"2230","1928","6299","24.7","13310.0","7955.0","5355.0","0.0","1557","371","0","110095.0","704,608","141.9"
"2231","305","774","31.7","2647.0","1274.0","1095.0","278.0","245","59","1","42831.0","274,121","56.4"
"2232","2521","8927","24.4","16448.0","10636.0","5149.0","663.0","2179","340","2","149305.0","955,550","193.2"
"2233","3119","9291","28.9","18689.0","13096.0","5593.0","0.0","2689","430","0","131595.0","842,210","169.3"
"2234","3850","10392","30.1","26564.0","16376.0","9634.0","554.0","3130","718","2","158213.0","1,012,561","203.7"
"2250","8391","23908","29.8","61290.0","31902.0","25078.0","4310.0","7113","1270","8","557911.0","3,570,631","725.1"
"2251","4405","13875","27.4","25886.0","17776.0","7940.0","170.0","3802","602","1","181845.0","1,163,810","235.4"
"2256","1966","8618","20.4","11451.0","7724.0","3274.0","453.0","1756","208","2","90004.0","576,025","116.6"
"2257","3494","14637","20.9","20499.0","14466.0","5757.0","276.0","3063","430","1","161887.0","1,036,078","209.4"
"2258","735","1980","29.0","5559.0","2870.0","2480.0","209.0","575","159","1","56863.0","363,923","73.9"
"2259","11075","25351","37.5","69784.0","44487.0","23476.0","1821.0","9517","1556","2","476017.0","3,046,510","617.5"
"2260","3093","8638","29.5","20436.0","12659.0","7431.0","346.0","2549","543","1","133860.0","856,701","173.1"
"2261","6356","23356","23.6","40271.0","26653.0","11933.0","1685.0","5520","835","1","312109.0","1,997,496","404.9"
"2262","3093","8813","32.4","16704.0","13263.0","3441.0","0.0","2853","240","0","120407.0","770,607","155.9"
"2263","3362","9821","31.0","21990.0","12965.0","5179.0","3846.0","3048","310","4","143004.0","915,224","185.5"
"2264","2935","7124","36.3","17034.0","11602.0","5180.0","252.0","2583","351","1","129842.0","830,991","168.3"
"2265","1596","2844","46.8","10076.0","6388.0","3688.0","0.0","1332","264","0","55522.0","355,339","72.2"
"2267","460","1359","30.8","2566.0","1837.0","729.0","0.0","418","42","0","19220.0","123,010","25.0"
"2278","481","910","47.9","2770.0","2195.0","575.0","0.0","436","45","0","19792.0","126,666","25.8"
"2280","3880","11087","31.0","22400.0","16297.0","6103.0","0.0","3435","445","0","151050.0","966,720","202.8"
"2281","2489","5849","37.1","15583.0","10816.0","4479.0","288.0","2168","320","1","89649.0","573,755","120.5"
"2282","2400","5857","34.8","14837.0","9648.0","5039.0","150.0","2040","359","1","95903.0","613,777","128.8"
"2283","3929","9972","35.3","22383.0","16313.0","5931.0","139.0","3518","410","1","146867.0","939,946","191.2"
"2284","2093","4623","39.7","13208.0","8828.0","4044.0","336.0","1835","256","2","71847.0","459,822","96.8"
"2285","5030","14066","31.5","32055.0","21484.0","10236.0","335.0","4430","599","1","217712.0","1,393,359","294.3"
"2286","706","1855","33.2","4232.0","3075.0","1157.0","0.0","616","90","0","25064.0","160,409","32.6"
"2287","5440","15843","30.6","37425.0","22571.0","8518.0","6336.0","4854","582","4","199006.0","1,273,641","267.8"
"2289","2193","7500","26.0","14217.0","9218.0","3432.0","1567.0","1952","240","1","106134.0","679,257","142.7"
"2290","4162","14394","25.7","25528.0","17106.0","7848.0","574.0","3698","462","2","206079.0","1,318,905","277.9"
"2291","1533","5166","25.2","9343.0","6190.0","3153.0","0.0","1303","230","0","64189.0","410,811","86.3"
"2292","305","1099","23.4","2450.0","1212.0","1238.0","0.0","257","48","0","38185.0","244,383","51.8"
"2293","257","1454","15.3","1696.0","944.0","752.0","0.0","222","35","0","25212.0","161,357","34.3"
"2294","170","910","15.8","1502.0","619.0","883.0","0.0","144","26","0","26243.0","167,953","35.6"
"2295","1065","3671","26.0","5960.0","4616.0","1344.0","0.0","956","109","0","46012.0","294,474","61.8"
"2296","194","1030","17.1","1027.0","665.0","362.0","0.0","176","18","0","12260.0","78,463","16.6"
"2297","241","680","32.5","1197.0","921.0","276.0","0.0","221","20","0","15376.0","98,408","20.8"
"2298","907","3654","23.0","4875.0","3649.0","1226.0","0.0","839","68","0","51469.0","329,401","69.3"
"2299","1148","4267","24.0","6692.0","4575.0","2117.0","0.0","1022","126","0","59956.0","383,721","80.8"
"2300","644","2435","22.8","4512.0","2386.0","2126.0","0.0","554","90","0","47379.0","303,228","63.6"
"2302","27","15","","725.0","20.0","705.0","0.0","4","23","0","14450.0","92,479","19.4"
"2303","1023","3753","24.3","5870.0","4118.0","1752.0","0.0","911","112","0","49388.0","316,085","66.3"
"2304","1702","6705","22.7","10991.0","6498.0","4190.0","303.0","1524","177","1","182113.0","1,165,520","247.2"
"2305","1541","5274","26.5","11057.0","6511.0","2148.0","2398.0","1399","141","1","70992.0","454,346","95.4"
"2306","120","1482","7.6","695.0","505.0","190.0","0.0","113","7","0","11798.0","75,509","15.9"
"2307","478","1861","24.6","3082.0","1954.0","327.0","801.0","457","20","1","21109.0","135,095","28.4"
"2311","217","453","38.2","1549.0","830.0","719.0","0.0","173","44","0","17682.0","113,167","22.9"
"2312","332","627","45.6","1985.0","1320.0","665.0","0.0","286","46","0","17635.0","112,862","23.8"
"2315","2521","8517","27.0","14252.0","10244.0","3664.0","344.0","2298","222","1","105188.0","673,201","141.3"
"2316","1354","3070","38.6","8631.0","5249.0","3213.0","169.0","1185","168","1","53384.0","341,658","71.6"
"2317","1130","3186","31.8","7877.0","4611.0","2040.0","1226.0","1012","116","2","51203.0","327,701","68.9"
"2318","2944","5001","47.8","19774.0","12013.0","7761.0","0.0","2392","552","0","130634.0","836,056","176.5"
"2319","1302","3246","37.5","6704.0","5480.0","1224.0","0.0","1217","85","0","42032.0","269,003","56.5"
"2320","6408","16533","31.1","51801.0","27282.0","21876.0","2643.0","5147","1256","5","346089.0","2,214,972","450.2"
"2321","3775","7171","41.7","26980.0","16198.0","10177.0","605.0","2993","781","1","131331.0","840,519","176.3"
"2322","4448","8290","44.3","33000.0","18000.0","14868.0","132.0","3676","771","1","250328.0","1,602,100","341.0"
"2323","3761","11183","29.8","24176.0","15554.0","6705.0","1917.0","3330","430","1","178665.0","1,143,457","232.2"
"2324","5120","12328","37.2","29087.0","20274.0","8477.0","336.0","4589","529","2","223535.0","1,430,626","300.9"
"2325","4847","13108","31.2","37025.0","20050.0","11576.0","5399.0","4084","760","3","226411.0","1,449,028","294.3"
"2326","1351","3134","37.0","8556.0","5690.0","2564.0","302.0","1159","191","1","68391.0","437,703","88.9"
"2327","1091","3225","30.4","6720.0","4594.0","2126.0","0.0","981","110","0","56938.0","364,401","74.4"
"2328","396","1176","27.0","3108.0","1582.0","1526.0","0.0","317","79","0","41877.0","268,014","56.5"
"2329","351","1014","28.6","2521.0","1382.0","1139.0","0.0","290","61","0","44405.0","284,192","59.8"
"2330","3612","8336","33.4","30490.0","14224.0","13465.0","2801.0","2783","826","3","235016.0","1,504,103","305.0"
"2333","1967","7391","21.8","14640.0","8524.0","5916.0","200.0","1613","353","1","174109.0","1,114,300","236.3"
"2334","628","1209","41.5","4415.0","2782.0","1633.0","0.0","502","126","0","20007.0","128,043","26.0"
"2335","1653","2608","47.9","12969.0","6954.0","5713.0","302.0","1249","403","1","62252.0","398,411","80.8"
"2336","463","1152","34.0","3214.0","2007.0","1207.0","0.0","392","71","0","34610.0","221,501","46.7"
"2337","1155","3272","27.9","8707.0","4796.0","3911.0","0.0","913","242","0","118285.0","757,021","159.6"
"2338","310","760","35.7","2056.0","1301.0","755.0","0.0","271","39","0","25223.0","161,427","34.0"
"2339","137","343","36.2","749.0","564.0","185.0","0.0","124","13","0","19601.0","125,445","26.4"
"2340","8005","24688","28.2","57602.0","34186.0","19344.0","4072.0","6968","1028","9","538373.0","3,445,586","798.6"
"2341","273","763","32.0","1819.0","1076.0","743.0","0.0","244","29","0","5059.0","32,379","7.5"
"2342","78","270","23.0","614.0","315.0","299.0","0.0","62","16","0","11529.0","73,787","17.0"
"2343","750","2308","28.9","4540.0","3092.0","1448.0","0.0","667","83","0","67878.0","434,416","91.4"
"2344","149","304","44.4","847.0","613.0","234.0","0.0","135","14","0","19812.0","126,796","29.2"
"2345","154","299","43.8","1024.0","642.0","382.0","0.0","131","23","0","12345.0","79,005","18.2"
"2346","588","1573","32.6","3745.0","2249.0","1496.0","0.0","513","75","0","58166.0","372,262","86.0"
"2347","357","1008","31.6","2085.0","1462.0","623.0","0.0","319","38","0","29244.0","187,161","43.2"
"2350","4180","11765","31.4","177235.0","17248.0","8789.0","151198.0","3696","481","3","45130.0","288,833","66.1"
"2352","505","1240","37.4","2610.0","2104.0","506.0","0.0","464","41","0","32284.0","206,614","47.7"
"2353","255","487","49.1","1272.0","1038.0","234.0","0.0","239","16","0","18484.0","118,295","27.3"
"2354","520","1782","25.4","3203.0","1988.0","1215.0","0.0","452","68","0","79289.0","507,448","116.3"
"2355","107","326","29.8","560.0","427.0","133.0","0.0","97","10","0","12484.0","79,897","18.4"
"2356","32","103","27.2","180.0","127.0","53.0","0.0","28","4","0","3301.0","21,124","4.9"
"2357","1316","1993","60.5","6426.0","4324.0","2102.0","0.0","1205","111","0","66469.0","425,403","98.0"
"2358","716","1847","34.6","526652.0","2891.0","1366.0","522395.0","639","76","1","56124.0","359,197","82.3"
"2359","171","388","39.7","962.0","695.0","267.0","0.0","154","17","0","15376.0","98,409","22.5"
"2360","2673","5895","40.1","17205.0","11187.0","5418.0","600.0","2362","308","3","175224.0","1,121,434","255.3"
"2361","261","443","51.9","1621.0","1064.0","557.0","0.0","230","31","0","19317.0","123,628","28.1"
"2365","683","1815","32.6","4575.0","2974.0","1601.0","0.0","592","91","0","46570.0","298,048","67.6"
"2369","175","381","42.5","1029.0","721.0","308.0","0.0","162","13","0","10107.0","64,684","14.7"
"2370","1328","3485","34.2","33588.0","5599.0","2608.0","25381.0","1193","133","2","112085.0","717,344","163.1"
"2371","304","706","39.7","1796.0","1324.0","472.0","0.0","280","24","0","20782.0","133,002","30.2"
"2372","1093","2732","36.9","5631.0","4408.0","1223.0","0.0","1009","84","0","73168.0","468,277","105.9"
"2379","60","161","28.6","441.0","266.0","175.0","0.0","46","14","0","17195.0","110,046","25.4"
"2380","1885","4632","33.3","167453.0","7549.0","5249.0","154655.0","1542","340","3","144342.0","923,792","213.9"
"2381","263","549","42.1","2139.0","1133.0","1006.0","0.0","231","32","0","32168.0","205,872","47.5"
"2382","242","714","29.8","1558.0","1035.0","523.0","0.0","213","29","0","20254.0","129,626","29.9"
"2386","58","198","23.2","533.0","205.0","328.0","0.0","46","12","0","12657.0","81,007","18.9"
"2387","25","94","22.3","228.0","92.0","136.0","0.0","21","4","0","10989.0","70,331","16.4"
"2388","760","1196","57.8","3902.0","2514.0","1388.0","0.0","691","69","0","65507.0","419,248","99.3"
"2390","2735","3853","63.8","13154.0","8723.0","4139.0","292.0","2457","277","1","147910.0","946,624","223.9"
"2395","158","419","34.6","832.0","640.0","192.0","0.0","145","13","0","8594.0","55,004","12.2"
"2396","317","441","66.9","1361.0","965.0","396.0","0.0","295","22","0","11615.0","74,338","17.3"
"2397","88","174","37.9","588.0","272.0","316.0","0.0","66","22","0","14363.0","91,926","21.7"
"2398","45","99","34.3","312.0","162.0","150.0","0.0","34","11","0","10198.0","65,268","15.4"
"2399","145","254","50.4","1100.0","733.0","367.0","0.0","128","17","0","11358.0","72,691","17.1"
"2400","2720","4007","58.1","90108.0","8787.0","7680.0","73641.0","2330","387","3","162302.0","1,038,732","245.6"
"2401","59","149","35.6","364.0","282.0","82.0","0.0","53","6","0","8335.0","53,345","12.6"
"2402","442","826","46.4","2795.0","1812.0","983.0","0.0","383","59","0","33331.0","213,318","50.3"
"2403","154","302","45.7","873.0","632.0","241.0","0.0","138","16","0","18015.0","115,296","27.2"
"2404","411","1027","36.1","2477.0","1672.0","805.0","0.0","371","40","0","32412.0","207,438","48.9"
"2405","112","279","33.0","773.0","418.0","355.0","0.0","92","20","0","21284.0","136,216","32.1"
"2406","206","478","38.3","1320.0","704.0","616.0","0.0","183","23","0","4972.0","31,819","7.5"
"2408","55","202","17.8","517.0","246.0","271.0","0.0","36","19","0","18776.0","120,168","28.3"
"2409","165","389","34.4","14613.0","629.0","406.0","13578.0","134","29","2","14754.0","94,427","22.3"
"2410","44","162","22.8","283.0","164.0","119.0","0.0","37","7","0","7319.0","46,839","11.0"
"2411","29","44","","203.0","107.0","96.0","0.0","22","7","0","3773.0","24,150","5.7"
"2415","99","217","39.2","670.0","363.0","307.0","0.0","85","14","0","9761.0","62,471","13.1"
"2420","778","1949","34.9","4776.0","3228.0","1548.0","0.0","680","98","0","56497.0","361,583","75.9"
"2421","467","872","42.1","3454.0","1900.0","1554.0","0.0","367","100","0","29419.0","188,280","38.2"
"2422","1341","2709","43.3","8527.0","5299.0","3033.0","195.0","1173","167","1","84691.0","542,020","114.0"
"2423","802","1918","36.8","4808.0","3089.0","1719.0","0.0","706","96","0","50146.0","320,936","67.3"
"2424","103","220","40.0","537.0","350.0","187.0","0.0","88","15","0","8225.0","52,643","11.1"
"2425","499","814","52.1","3355.0","1952.0","1403.0","0.0","424","75","0","35542.0","227,471","47.7"
"2426","161","350","41.7","889.0","702.0","187.0","0.0","146","15","0","4652.0","29,772","6.3"
"2427","1134","2375","45.1","5582.0","4803.0","779.0","0.0","1072","62","0","27808.0","177,974","37.7"
"2428","4811","12413","36.3","24831.0","19428.0","5403.0","0.0","4505","306","0","192611.0","1,232,711","259.3"
"2429","2208","4574","43.0","12568.0","8977.0","3591.0","0.0","1969","239","0","113806.0","728,357","153.9"
"2430","7339","15669","42.4","42232.0","30339.0","11431.0","462.0","6651","686","2","320766.0","2,052,905","435.1"
"2431","1434","2744","48.9","7159.0","5826.0","1333.0","0.0","1343","91","0","44714.0","286,167","60.7"
"2439","1136","1453","73.1","6402.0","4909.0","1225.0","268.0","1062","73","1","15148.0","96,949","20.5"
"2440","4142","9072","41.5","25476.0","16862.0","7610.0","1004.0","3761","377","4","223282.0","1,429,005","302.6"
"2441","1155","2213","47.6","6089.0","4529.0","1560.0","0.0","1054","101","0","51410.0","329,024","69.5"
"2443","2518","4515","53.0","10880.0","8759.0","2121.0","0.0","2393","125","0","18718.0","119,798","25.3"
"2444","9702","19855","44.3","56941.0","40091.0","15818.0","1032.0","8797","902","3","320080.0","2,048,512","434.3"
"2445","1860","3332","52.5","9603.0","7976.0","1627.0","0.0","1749","111","0","93.0","594","0.1"
"2446","3332","5538","53.6","19661.0","13743.0","5918.0","0.0","2966","366","0","49402.0","316,172","66.9"
"2447","1746","3370","48.0","9605.0","7601.0","2004.0","0.0","1619","127","0","80386.0","514,468","112.6"
"2448","2106","4559","43.5","10175.0","7937.0","2030.0","208.0","1981","124","1","66289.0","424,247","92.8"
"2449","504","1000","46.5","2590.0","2009.0","581.0","0.0","465","39","0","25137.0","160,880","35.1"
"2450","8432","16779","45.5","53681.0","35502.0","15262.0","2917.0","7632","794","6","384667.0","2,461,872","539.2"
"2452","2807","6021","44.3","15285.0","11876.0","3209.0","200.0","2665","141","1","96307.0","616,365","135.2"
"2453","667","1550","39.7","3488.0","2649.0","839.0","0.0","615","52","0","48344.0","309,401","67.5"
"2454","1950","3444","52.7","10001.0","7523.0","2478.0","0.0","1816","134","0","70928.0","453,939","99.2"
"2455","694","1565","42.0","3524.0","2886.0","638.0","0.0","657","37","0","22907.0","146,607","32.1"
"2456","3495","7368","44.2","18682.0","14764.0","3672.0","246.0","3256","238","1","125158.0","801,009","175.2"
"2460","6441","12705","45.1","38911.0","26583.0","11662.0","666.0","5733","705","3","306781.0","1,963,398","429.7"
"2462","633","1635","35.4","3158.0","2407.0","751.0","0.0","579","54","0","25678.0","164,341","35.9"
"2463","1995","3789","47.5","11620.0","8513.0","3107.0","0.0","1799","196","0","67199.0","430,071","92.0"
"2464","1831","3845","44.4","9386.0","6926.0","2460.0","0.0","1708","123","0","56018.0","358,516","76.8"
"2465","59","145","35.2","442.0","256.0","186.0","0.0","51","8","0","6722.0","43,018","9.2"
"2466","515","1172","41.1","2950.0","2186.0","764.0","0.0","482","33","0","234.0","1,497","0.3"
"2469","982","2321","38.8","5324.0","4017.0","1307.0","0.0","900","82","0","62915.0","402,658","86.0"
"2470","3630","5930","55.7","21628.0","15487.0","5707.0","434.0","3305","324","1","164386.0","1,052,072","225.3"
"2471","619","1054","52.8","3579.0","2480.0","1099.0","0.0","557","62","0","32051.0","205,127","43.8"
"2472","542","800","62.6","2588.0","2091.0","497.0","0.0","501","41","0","19933.0","127,571","27.3"
"2473","849","2027","39.0","3896.0","3098.0","798.0","0.0","791","58","0","21589.0","138,169","29.9"
"2474","1794","3079","53.5","9192.0","6911.0","2281.0","0.0","1647","147","0","82137.0","525,679","112.3"
"2475","58","230","21.7","392.0","239.0","153.0","0.0","50","8","0","3851.0","24,648","5.6"
"2476","126","473","23.9","753.0","540.0","213.0","0.0","113","13","0","10456.0","66,919","15.1"
"2477","3444","5672","54.8","18378.0","13182.0","5196.0","0.0","3111","333","0","122481.0","783,877","169.2"
"2478","7816","15233","47.2","43050.0","31704.0","10544.0","802.0","7187","626","3","215784.0","1,381,016","298.5"
"2479","1509","2167","57.1","10073.0","5798.0","4275.0","0.0","1237","272","0","52976.0","339,045","73.1"
"2480","11240","19898","51.3","62440.0","44572.0","17083.0","785.0","10206","1032","2","399343.0","2,555,794","547.3"
"2481","3140","5467","47.8","21717.0","12112.0","9249.0","356.0","2611","527","2","107775.0","689,760","149.1"
"2482","2015","3319","53.8","11039.0","7280.0","3759.0","0.0","1786","229","0","56357.0","360,683","77.8"
"2483","2994","5211","51.4","15995.0","11796.0","4199.0","0.0","2680","314","0","78785.0","504,222","112.0"
"2484","5195","7664","59.7","29914.0","20000.0","9914.0","0.0","4572","623","0","175881.0","1,125,641","250.4"
"2485","2673","5652","43.0","14363.0","10159.0","3779.0","425.0","2430","242","1","75875.0","485,602","108.0"
"2486","8669","14195","55.0","45351.0","33137.0","11883.0","331.0","7814","854","1","208672.0","1,335,498","296.7"
"2487","3672","6472","47.8","23367.0","14445.0","8660.0","262.0","3095","576","1","88153.0","564,182","125.4"
"2488","836","1270","58.8","4676.0","3450.0","1226.0","0.0","747","89","0","19021.0","121,732","27.0"
"2489","2138","3149","60.1","12034.0","8499.0","3360.0","175.0","1893","244","1","43803.0","280,341","62.3"
"2490","193","281","60.5","1112.0","793.0","319.0","0.0","170","23","0","5447.0","34,860","7.7"
"2500","2246","9134","21.0","16511.0","9074.0","6668.0","769.0","1918","325","3","209106.0","1,338,281","275.7"
"2502","1198","4468","23.9","7878.0","5060.0","2409.0","409.0","1070","127","1","68071.0","435,657","89.6"
"2505","550","1786","26.4","3912.0","2249.0","1531.0","132.0","471","78","1","135169.0","865,079","181.8"
"2506","744","2848","23.6","4613.0","3283.0","1190.0","140.0","671","72","1","35025.0","224,163","46.1"
"2508","1081","2838","33.5","6894.0","4641.0","2077.0","176.0","951","129","1","59801.0","382,727","78.8"
"2515","1655","4128","36.3","9162.0","6941.0","2221.0","0.0","1499","156","0","56525.0","361,758","74.3"
"2516","881","2065","37.4","5841.0","3899.0","1742.0","200.0","772","108","1","31517.0","201,708","41.5"
"2517","1593","4529","32.0","9473.0","6946.0","2277.0","250.0","1449","143","1","65927.0","421,934","86.8"
"2518","1944","8596","20.3","11663.0","8150.0","3513.0","0.0","1745","199","0","98060.0","627,587","129.1"
"2519","1687","6812","21.9","10759.0","7388.0","3371.0","0.0","1492","195","0","89987.0","575,920","118.6"
"2525","1475","4365","30.4","8715.0","6695.0","2020.0","0.0","1327","148","0","55311.0","353,990","72.7"
"2526","2344","5497","36.5","18297.0","10164.0","7318.0","815.0","2004","337","3","140641.0","900,100","187.3"
"2527","4383","8320","46.3","28361.0","19982.0","8099.0","280.0","3849","533","1","134199.0","858,876","177.0"
"2528","2548","9557","24.7","13901.0","10599.0","2988.0","314.0","2364","183","1","117777.0","753,770","154.9"
"2529","3961","11750","29.8","26251.0","17551.0","6768.0","1932.0","3504","454","3","152758.0","977,654","201.0"
"2530","5783","13510","38.7","34059.0","25960.0","8099.0","0.0","5223","560","0","180533.0","1,155,410","237.5"
"2533","2814","6625","38.0","16860.0","12327.0","4533.0","0.0","2518","296","0","99796.0","638,696","131.2"
"2534","1039","2712","33.2","6434.0","4137.0","2128.0","169.0","901","137","1","46957.0","300,523","61.7"
"2535","1743","3691","40.7","10999.0","7200.0","3580.0","219.0","1503","239","1","83163.0","532,240","109.2"
"2536","3716","11007","30.7","22361.0","16061.0","6060.0","240.0","3383","332","1","167034.0","1,069,018","215.5"
"2537","2909","7322","36.5","16216.0","12213.0","4003.0","0.0","2672","237","0","129543.0","829,072","167.1"
"2538","566","1207","41.0","3424.0","2330.0","1094.0","0.0","495","71","0","28340.0","181,375","36.5"
"2539","4431","12416","32.7","25837.0","19968.0","5365.0","504.0","4062","368","1","173098.0","1,107,826","223.3"
"2540","9327","26850","31.2","58055.0","39146.0","14983.0","3926.0","8368","958","1","422372.0","2,703,180","545.2"
"2541","4233","12767","29.1","28474.0","17650.0","10123.0","701.0","3711","519","3","220687.0","1,412,395","285.6"
"2545","264","595","41.8","1299.0","1074.0","225.0","0.0","249","15","0","15327.0","98,090","19.8"
"2546","2050","5855","32.7","10793.0","8174.0","2434.0","185.0","1912","137","1","95148.0","608,949","122.8"
"2548","1531","4582","31.5","7581.0","6152.0","1429.0","0.0","1443","88","0","61393.0","392,913","79.2"
"2549","832","2243","33.9","4601.0","3250.0","1351.0","0.0","761","71","0","44359.0","283,900","57.4"
"2550","3868","8242","43.4","19619.0","14223.0","5137.0","259.0","3573","294","1","189669.0","1,213,881","244.8"
