"postcode","instals","estimated_dwellings","density","capacity","capunder10","cap10_100","capover100","countunder10","count10_100","countover100","pot_kw","pot_sqm","pot_gwh"
"5202","300","422","57.3","3048.0","1170.0","1085.0","793.0","242","57","1","19558.0","125,174","26.6"
"5203","450","609","64.9","2780.0","1623.0","1157.0","0.0","395","55","0","26821.0","171,655","37.0"
"5204","1686","2954","52.4","8836.0","6666.0","2170.0","0.0","1547","139","0","54974.0","351,834","78.2"
"5210","602","708","72.2","3621.0","2241.0","1380.0","0.0","511","91","0","23709.0","151,740","32.1"
"5211","5983","10805","51.4","29529.0","21609.0","7508.0","412.0","5555","426","2","180222.0","1,153,418","244.2"
"5212","948","1437","61.8","4136.0","3041.0","1095.0","0.0","888","60","0","29419.0","188,281","39.9"
"5213","595","1345","41.2","2959.0","2416.0","543.0","0.0","554","41","0","19460.0","124,542","26.3"
"5214","4041","6587","57.4","19227.0","14995.0","4232.0","0.0","3779","262","0","105619.0","675,962","142.9"
"5220","46","72","59.7","223.0","165.0","58.0","0.0","43","3","0","2685.0","17,182","3.5"
"5221","144","284","47.9","702.0","580.0","122.0","0.0","136","8","0","5015.0","32,096","6.5"
"5222","323","668","45.8","1591.0","1301.0","290.0","0.0","306","17","0","14639.0","93,690","19.1"
"5223","924","2250","36.1","5510.0","3596.0","1914.0","0.0","813","111","0","76771.0","491,336","100.2"
"5231","339","496","58.7","2165.0","1306.0","859.0","0.0","291","48","0","16523.0","105,748","22.9"
"5232","126","158","55.7","1005.0","383.0","622.0","0.0","88","38","0","6659.0","42,620","9.1"
"5233","417","555","58.6","3454.0","1531.0","1923.0","0.0","325","92","0","24317.0","155,630","33.4"
"5234","389","527","63.8","2384.0","1492.0","892.0","0.0","336","53","0","18717.0","119,790","26.0"
"5235","784","1321","52.0","4518.0","2890.0","1628.0","0.0","687","97","0","46470.0","297,406","64.7"
"5236","87","180","45.6","427.0","366.0","61.0","0.0","82","5","0","6360.0","40,706","8.8"
"5237","111","154","66.9","33586.0","447.0","70.0","33069.0","103","6","2","8983.0","57,490","12.5"
"5238","1824","3242","51.2","16941.0","7094.0","2759.0","7088.0","1661","161","2","83733.0","535,894","116.5"
"5240","189","204","63.2","2011.0","672.0","1339.0","0.0","129","60","0","9905.0","63,393","13.6"
"5241","648","951","55.7","5028.0","2429.0","2599.0","0.0","530","118","0","29484.0","188,700","40.6"
"5242","445","676","53.7","4372.0","1682.0","1582.0","1108.0","363","81","1","20281.0","129,798","27.9"
"5243","234","351","49.3","2080.0","851.0","1229.0","0.0","173","61","0","14019.0","89,720","19.3"
"5244","1215","1795","56.0","8805.0","4577.0","3930.0","298.0","1005","209","1","58914.0","377,047","81.0"
"5245","798","1320","49.2","5952.0","3094.0","2602.0","256.0","650","147","1","37860.0","242,306","52.0"
"5250","950","1572","49.8","6641.0","3714.0","2927.0","0.0","783","167","0","33878.0","216,820","46.9"
"5251","5011","7466","56.0","35769.0","21116.0","14082.0","571.0","4178","830","3","128101.0","819,845","173.5"
"5252","1609","2982","48.5","9237.0","6563.0","2674.0","0.0","1447","162","0","54378.0","348,021","73.5"
"5253","4797","9953","43.2","40420.0","19388.0","9438.0","11594.0","4295","498","4","227435.0","1,455,583","308.2"
"5254","916","1230","65.7","24989.0","3669.0","2424.0","18896.0","808","103","5","69529.0","444,985","94.4"
"5255","3016","4506","58.5","19262.0","12008.0","6632.0","622.0","2638","375","3","125067.0","800,426","169.0"
"5256","613","1230","46.1","2916.0","2345.0","571.0","0.0","567","46","0","22141.0","141,700","29.9"
"5259","446","821","46.8","3654.0","1831.0","1364.0","459.0","384","60","2","38218.0","244,597","51.5"
"5260","504","959","47.1","252880.0","1865.0","955.0","250060.0","452","49","3","35596.0","227,815","48.1"
"5261","73","214","30.8","551.0","323.0","228.0","0.0","66","7","0","18928.0","121,137","25.5"
"5262","81","207","31.9","678.0","398.0","280.0","0.0","66","15","0","19005.0","121,635","23.9"
"5263","39","85","32.9","669.0","159.0","510.0","0.0","28","11","0","8511.0","54,469","10.7"
"5264","375","681","48.6","2401.0","1555.0","846.0","0.0","331","44","0","28295.0","181,085","38.3"
"5265","97","237","36.3","6555.0","425.0","221.0","5909.0","86","10","1","15246.0","97,572","20.6"
"5266","170","313","47.6","1116.0","757.0","359.0","0.0","149","21","0","20180.0","129,150","27.2"
"5267","469","902","45.0","3205.0","2040.0","1165.0","0.0","406","63","0","56613.0","362,320","71.1"
"5268","801","1587","44.2","5291.0","3370.0","1783.0","138.0","702","98","1","67228.0","430,258","84.4"
"5269","50","116","36.2","340.0","233.0","107.0","0.0","42","8","0","9653.0","61,780","13.0"
"5270","156","263","51.7","1001.0","660.0","341.0","0.0","136","20","0","20996.0","134,377","26.3"
"5271","1486","3584","36.4","14925.0","6731.0","3525.0","4669.0","1305","180","1","124056.0","793,960","155.9"
"5272","152","424","31.6","999.0","671.0","328.0","0.0","134","18","0","30795.0","197,091","38.6"
"5273","14","66","21.2","62.0","62.0","0.0","0.0","14","0","0","4795.0","30,689","6.0"
"5275","647","1796","33.3","3770.0","2822.0","948.0","0.0","598","49","0","53963.0","345,364","67.7"
"5276","441","1662","23.5","2802.0","1912.0","890.0","0.0","391","50","0","30211.0","193,348","38.0"
"5277","547","1360","35.6","3884.0","2399.0","1485.0","0.0","484","63","0","59216.0","378,985","74.6"
"5278","97","252","34.5","592.0","430.0","162.0","0.0","87","10","0","13317.0","85,227","16.7"
"5279","100","252","36.5","586.0","420.0","166.0","0.0","92","8","0","6536.0","41,830","8.2"
"5280","1664","3991","38.3","9746.0","7437.0","2309.0","0.0","1529","135","0","119398.0","764,150","150.0"
"5290","3330","11821","25.6","21477.0","14148.0","6700.0","629.0","3023","306","1","0.0","0","0.0"
"5291","1852","4283","36.1","14717.0","8190.0","5955.0","572.0","1545","305","2","115931.0","741,960","145.3"
"5301","134","392","32.1","791.0","619.0","172.0","0.0","126","8","0","26826.0","171,687","36.2"
"5302","211","465","39.4","1280.0","824.0","456.0","0.0","183","28","0","25861.0","165,509","34.9"
"5303","39","102","30.4","484.0","152.0","146.0","186.0","31","7","1","9659.0","61,820","14.1"
"5304","149","420","32.9","855.0","622.0","233.0","0.0","138","11","0","22674.0","145,111","33.0"
"5306","16","33","","82.0","82.0","0.0","0.0","16","0","0","3524.0","22,556","4.8"
"5307","166","314","49.4","911.0","708.0","203.0","0.0","155","11","0","16472.0","105,420","22.2"
"5308","31","84","35.7","162.0","151.0","11.0","0.0","30","1","0","7872.0","50,380","10.9"
"5309","25","91","24.2","133.0","99.0","34.0","0.0","22","3","0","7715.0","49,379","10.7"
"5310","9","83","8.4","55.0","34.0","21.0","0.0","7","2","0","2984.0","19,095","4.1"
"5311","70","213","32.4","350.0","337.0","13.0","0.0","69","1","0","25725.0","164,640","37.4"
"5320","400","1376","25.7","14594.0","1641.0","951.0","12002.0","353","45","2","24203.0","154,896","33.7"
"5321","131","334","32.9","2174.0","513.0","341.0","1320.0","110","15","6","9926.0","63,524","13.8"
"5322","271","536","45.9","2924.0","1129.0","548.0","1247.0","246","23","2","18581.0","118,921","25.8"
"5330","1025","1617","55.4","6761.0","3907.0","2657.0","197.0","896","128","1","58998.0","377,586","82.2"
"5331","116","167","57.5","829.0","444.0","385.0","0.0","96","20","0","6772.0","43,340","9.4"
"5332","141","242","55.0","1235.0","631.0","169.0","435.0","133","6","2","8789.0","56,249","12.2"
"5333","1702","2633","57.2","14997.0","7171.0","4296.0","3530.0","1507","179","16","101585.0","650,141","141.6"
"5340","408","685","51.7","9931.0","1758.0","998.0","7175.0","354","46","8","24422.0","156,299","35.6"
"5341","2079","3501","50.7","19225.0","9034.0","6358.0","3833.0","1776","285","18","109275.0","699,359","159.8"
"5342","335","502","54.0","11321.0","1433.0","965.0","8923.0","271","57","7","21573.0","138,068","31.4"
"5343","1244","2296","46.4","11303.0","5356.0","4068.0","1879.0","1065","176","3","66307.0","424,366","97.1"
"5344","233","448","44.2","1745.0","1122.0","623.0","0.0","198","35","0","24262.0","155,275","35.3"
"5345","1010","1756","51.0","8764.0","4561.0","1744.0","2459.0","895","112","3","45855.0","293,474","63.8"
"5346","89","164","50.0","576.0","430.0","146.0","0.0","82","7","0","5960.0","38,147","8.3"
"5350","181","197","68.0","1566.0","643.0","923.0","0.0","134","47","0","8854.0","56,663","12.3"
"5351","1738","2475","61.4","9935.0","6760.0","3175.0","0.0","1520","218","0","72516.0","464,102","100.9"
"5352","1521","2436","52.4","14754.0","5707.0","5006.0","4041.0","1277","238","6","81612.0","522,316","113.8"
"5353","1150","2161","46.5","18427.0","4504.0","2696.0","11227.0","1004","142","4","82186.0","525,989","114.7"
"5354","207","456","42.5","2003.0","735.0","379.0","889.0","194","12","1","13231.0","84,681","18.4"
"5355","2309","3728","53.8","16822.0","9015.0","6356.0","1451.0","2005","300","4","116060.0","742,782","162.0"
"5356","218","550","37.1","1176.0","969.0","207.0","0.0","204","14","0","18210.0","116,545","25.3"
"5357","226","640","31.9","3160.0","905.0","645.0","1610.0","204","20","2","12535.0","80,225","17.4"
"5360","328","452","61.9","2000.0","1244.0","756.0","0.0","280","48","0","12842.0","82,186","17.9"
"5371","421","443","77.4","3300.0","1644.0","1472.0","184.0","343","77","1","28262.0","180,877","39.5"
"5372","702","1086","56.0","4440.0","2984.0","1456.0","0.0","608","94","0","23723.0","151,829","33.0"
"5373","996","1695","54.5","5907.0","3853.0","1405.0","649.0","923","72","1","50476.0","323,045","70.3"
"5374","424","780","48.7","2795.0","1714.0","1081.0","0.0","380","44","0","44398.0","284,147","61.7"
"5381","108","213","46.5","13820.0","400.0","176.0","13244.0","99","7","2","14347.0","91,822","19.9"
"5400","275","311","75.9","3124.0","1159.0","531.0","1434.0","236","37","2","21580.0","138,113","29.9"
"5401","196","341","52.5","1129.0","815.0","314.0","0.0","179","17","0","17082.0","109,323","23.8"
"5410","79","161","43.5","482.0","289.0","193.0","0.0","70","9","0","6873.0","43,985","9.5"
"5411","83","123","62.6","436.0","333.0","103.0","0.0","77","6","0","6796.0","43,493","9.4"
"5412","357","629","51.5","2002.0","1304.0","698.0","0.0","324","33","0","23141.0","148,100","32.2"
"5413","231","459","45.1","1283.0","897.0","386.0","0.0","207","24","0","27635.0","176,865","38.4"
"5414","34","83","38.6","171.0","144.0","27.0","0.0","32","2","0","6269.0","40,124","8.7"
"5415","65","176","30.1","443.0","263.0","180.0","0.0","53","12","0","8015.0","51,299","11.2"
"5416","66","113","51.3","367.0","274.0","93.0","0.0","58","8","0","6701.0","42,883","9.3"
"5417","395","841","42.9","2307.0","1691.0","616.0","0.0","361","34","0","40482.0","259,085","56.3"
"5418","29","78","37.2","126.0","126.0","0.0","0.0","29","0","0","4766.0","30,503","6.6"
"5419","58","118","46.6","313.0","279.0","34.0","0.0","55","3","0","11127.0","71,211","15.5"
"5420","23","42","","106.0","85.0","21.0","0.0","21","2","0","6712.0","42,954","9.3"
"5421","30","91","33.0","157.0","157.0","0.0","0.0","30","0","0","4149.0","26,553","5.8"
"5422","473","1092","39.9","7967.0","1815.0","519.0","5633.0","436","36","1","36220.0","231,810","50.5"
"5431","283","483","53.4","1755.0","1152.0","603.0","0.0","258","25","0","27059.0","173,180","37.6"
"5432","65","77","81.8","282.0","251.0","31.0","0.0","63","2","0","5834.0","37,337","8.9"
"5433","455","756","57.7","2272.0","1941.0","331.0","0.0","436","19","0","23958.0","153,332","36.8"
"5434","106","502","19.9","508.0","397.0","111.0","0.0","100","6","0","11178.0","71,541","17.2"
"5440","38","96","24.0","424.0","93.0","331.0","0.0","23","15","0","14009.0","89,659","21.9"
"5451","236","453","45.9","1425.0","899.0","526.0","0.0","208","28","0","7989.0","51,127","11.1"
"5452","127","196","52.6","1095.0","487.0","608.0","0.0","103","24","0","8674.0","55,511","12.0"
"5453","1365","2449","47.1","9812.0","5463.0","4349.0","0.0","1153","212","0","81822.0","523,663","113.8"
"5454","84","194","38.7","561.0","367.0","194.0","0.0","75","9","0","13942.0","89,228","19.4"
"5455","11","23","","49.0","49.0","0.0","0.0","11","0","0","3092.0","19,789","4.3"
"5460","202","307","60.6","1398.0","840.0","558.0","0.0","186","16","0","20586.0","131,749","28.6"
"5461","738","1140","57.7","4755.0","2734.0","1618.0","403.0","658","79","1","51615.0","330,338","72.0"
"5462","139","235","57.4","692.0","607.0","85.0","0.0","135","4","0","8383.0","53,652","11.7"
"5464","132","316","37.3","826.0","576.0","250.0","0.0","118","14","0","24552.0","157,131","34.1"
"5470","34","78","39.7","178.0","135.0","43.0","0.0","31","3","0","4901.0","31,368","6.8"
"5471","15","36","","110.0","61.0","49.0","0.0","13","2","0","4140.0","26,496","5.7"
"5472","56","91","52.7","365.0","242.0","123.0","0.0","48","8","0","5355.0","34,275","7.4"
"5473","227","408","50.5","1156.0","852.0","304.0","0.0","206","21","0","18601.0","119,049","25.9"
"5480","298","429","64.1","1620.0","1144.0","476.0","0.0","275","23","0","18865.0","120,737","26.2"
"5481","193","368","46.2","1144.0","753.0","391.0","0.0","170","23","0","16221.0","103,817","22.5"
"5482","153","326","43.6","910.0","660.0","250.0","0.0","142","11","0","16692.0","106,829","23.2"
"5483","94","189","46.0","547.0","377.0","170.0","0.0","87","7","0","9936.0","63,591","13.8"
"5485","194","282","64.2","1055.0","870.0","185.0","0.0","181","13","0","12943.0","82,837","18.0"
"5490","50","99","46.5","287.0","211.0","76.0","0.0","46","4","0","6645.0","42,525","9.2"
"5491","563","973","49.8","3724.0","2147.0","1577.0","0.0","485","78","0","41323.0","264,470","57.6"
"5493","29","52","50.0","2781.0","98.0","22.0","2661.0","26","2","1","1834.0","11,735","2.5"
"5495","241","500","45.8","10180.0","1087.0","161.0","8932.0","229","11","1","13505.0","86,434","18.8"
"5501","2751","3385","65.1","20686.0","10778.0","9908.0","0.0","2202","549","0","181124.0","1,159,191","251.6"
"5502","449","637","64.1","2774.0","1783.0","991.0","0.0","408","41","0","38815.0","248,414","53.9"
"5510","37","63","55.6","168.0","141.0","27.0","0.0","35","2","0","3653.0","23,382","5.1"
"5520","163","346","43.6","836.0","645.0","191.0","0.0","151","12","0","20989.0","134,330","29.1"
"5521","43","95","44.2","186.0","172.0","14.0","0.0","42","1","0","4854.0","31,064","6.7"
"5522","680","1403","45.8","3360.0","2685.0","675.0","0.0","642","38","0","28315.0","181,214","39.4"
"5523","483","962","47.2","2662.0","2066.0","486.0","110.0","454","28","1","42147.0","269,741","58.6"
"5540","3693","7930","42.9","36762.0","15007.0","5106.0","16649.0","3401","287","5","173256.0","1,108,837","241.5"
"5550","246","491","39.5","23785.0","891.0","2081.0","20813.0","194","44","8","41857.0","267,883","58.4"
"5552","83","177","42.4","490.0","389.0","101.0","0.0","75","8","0","18432.0","117,966","25.6"
"5554","1407","2550","48.9","20883.0","5967.0","2765.0","12151.0","1247","157","3","80018.0","512,116","111.5"
"5555","184","257","71.2","784.0","774.0","10.0","0.0","183","1","0","17070.0","109,246","23.7"
"5556","1702","3190","49.2","9117.0","6987.0","1980.0","150.0","1569","132","1","60510.0","387,266","84.2"
"5558","2145","3617","55.1","11067.0","8607.0","2310.0","150.0","1993","151","1","79243.0","507,154","110.4"
"5560","156","219","63.9","907.0","640.0","267.0","0.0","140","16","0","14754.0","94,426","20.5"
"5570","287","557","48.5","1379.0","1081.0","298.0","0.0","270","17","0","13985.0","89,507","19.4"
"5571","807","1607","46.6","3971.0","3089.0","882.0","0.0","749","58","0","45021.0","288,135","62.5"
"5572","49","72","62.5","262.0","189.0","73.0","0.0","45","4","0","6299.0","40,311","8.7"
"5573","812","1533","47.9","4368.0","3164.0","1204.0","0.0","734","78","0","63248.0","404,788","87.9"
"5575","1217","2355","48.5","5718.0","4534.0","1184.0","0.0","1142","75","0","65992.0","422,348","86.0"
"5576","372","648","52.6","1888.0","1411.0","477.0","0.0","341","31","0","25045.0","160,290","32.7"
"5577","215","755","26.6","1203.0","914.0","289.0","0.0","201","14","0","20211.0","129,350","26.4"
"5580","136","426","29.8","706.0","584.0","122.0","0.0","127","9","0","13301.0","85,129","18.7"
"5581","345","921","35.3","1665.0","1318.0","347.0","0.0","325","20","0","14401.0","92,167","20.3"
"5582","321","554","54.3","1569.0","1165.0","404.0","0.0","301","20","0","13185.0","84,386","18.6"
"5583","459","994","42.6","2346.0","1668.0","678.0","0.0","423","36","0","22480.0","143,870","29.3"
"5600","1918","2890","61.0","12763.0","7501.0","3142.0","2120.0","1763","154","1","66750.0","427,197","90.4"
"5601","87","468","16.9","13229.0","360.0","84.0","12785.0","79","6","2","27832.0","178,127","38.8"
"5602","449","1173","34.5","2594.0","1808.0","786.0","0.0","405","44","0","32476.0","207,849","43.8"
"5603","154","330","41.2","951.0","597.0","354.0","0.0","136","18","0","14623.0","93,586","19.7"
"5604","84","235","34.0","405.0","358.0","47.0","0.0","80","4","0","6496.0","41,576","8.8"
"5605","582","1091","50.0","2919.0","2283.0","636.0","0.0","545","37","0","34014.0","217,690","46.0"
"5606","2895","6898","38.3","18364.0","12163.0","5622.0","579.0","2639","253","3","149682.0","957,964","203.0"
"5607","1407","3007","42.4","8272.0","6220.0","2052.0","0.0","1276","131","0","117224.0","750,233","158.2"
"5608","2517","6989","33.6","13935.0","10215.0","3373.0","347.0","2345","171","1","110858.0","709,490","154.5"
"5609","388","1128","30.5","2266.0","1693.0","573.0","0.0","344","44","0","16193.0","103,636","22.5"
"5630","28","86","29.1","147.0","111.0","36.0","0.0","25","3","0","4621.0","29,572","6.2"
"5631","305","460","59.6","2153.0","1306.0","631.0","216.0","274","30","1","27922.0","178,698","37.7"
"5632","51","105","47.6","266.0","253.0","13.0","0.0","50","1","0","10466.0","66,979","14.1"
"5633","61","162","32.1","504.0","251.0","253.0","0.0","52","9","0","14328.0","91,698","19.3"
"5640","323","597","48.6","1988.0","1405.0","583.0","0.0","290","33","0","25590.0","163,778","34.6"
"5641","271","578","41.7","1843.0","1145.0","698.0","0.0","241","30","0","38400.0","245,760","51.8"
"5642","52","136","36.0","296.0","235.0","61.0","0.0","49","3","0","16979.0","108,666","22.9"
"5650","27","147","17.7","138.0","123.0","15.0","0.0","26","1","0","10706.0","68,517","14.4"
"5651","29","48","","164.0","124.0","40.0","0.0","26","3","0","3507.0","22,448","4.7"
"5652","170","379","36.1","1731.0","686.0","602.0","443.0","137","31","2","19576.0","125,286","26.4"
"5653","14","40","","68.0","68.0","0.0","0.0","14","0","0","3965.0","25,374","5.3"
"5654","65","160","38.1","319.0","254.0","65.0","0.0","61","4","0","12082.0","77,328","9.1"
"5655","20","46","","106.0","84.0","22.0","0.0","19","1","0","4298.0","27,507","3.2"
"5660","6","20","","33.0","33.0","0.0","0.0","6","0","0","2393.0","15,314","1.8"
"5661","28","76","32.9","199.0","131.0","68.0","0.0","25","3","0","5307.0","33,964","4.0"
"5670","149","324","39.2","1038.0","666.0","372.0","0.0","127","22","0","13549.0","86,712","18.3"
"5671","52","216","20.4","310.0","209.0","101.0","0.0","44","8","0","8040.0","51,453","6.1"
"5680","743","2314","28.8","7979.0","3175.0","1420.0","3384.0","667","75","1","46553.0","297,937","35.2"
"5690","741","2071","31.6","4958.0","3140.0","1818.0","0.0","655","86","0","67193.0","430,037","50.9"
"5700","2515","5723","39.8","265314.0","10216.0","4858.0","250240.0","2280","230","5","127611.0","816,707","197.0"
"5701","14","20","","256.0","55.0","201.0","0.0","8","6","0","1522.0","9,743","2.4"
"5710","723","911","72.2","4008.0","2987.0","1021.0","0.0","658","65","0","23190.0","148,417","35.8"
"5713","4","7","","138014.0","7.0","32.0","137975.0","1","2","1","2352.0","15,051","3.6"
"5715","1","8","","7.0","7.0","0.0","0.0","1","0","0","1772.0","11,338","2.7"
"5717","14","4","","178.0","52.0","126.0","0.0","7","7","0","3580.0","22,910","5.5"
"5719","17","8","","188.0","22.0","166.0","0.0","10","7","0","6352.0","40,651","9.7"
"5720","11","257","1.9","117.0","16.0","101.0","0.0","5","6","0","18754.0","120,024","29.1"
"5722","22","780","2.4","199.0","92.0","107.0","0.0","19","3","0","10778.0","68,981","16.7"
"5723","71","1338","3.2","2423.0","271.0","1152.0","1000.0","43","27","1","25472.0","163,021","40.1"
"5724","6","344","1.7","29.0","29.0","0.0","0.0","6","0","0","1928.0","12,338","3.1"
"5725","339","1871","15.6","2825.0","2071.0","754.0","0.0","292","47","0","49213.0","314,963","76.5"
"5730","26","82","24.4","170.0","92.0","78.0","0.0","20","6","0","4496.0","28,776","6.9"
"5731","57","327","5.5","2218.0","111.0","1928.0","179.0","18","38","1","15320.0","98,048","24.5"
"5732","74","152","42.8","445.0","212.0","233.0","0.0","65","9","0","7801.0","49,924","12.0"
"5733","23","186","4.8","278.0","31.0","247.0","0.0","9","14","0","5254.0","33,625","8.4"
"5734","8","141","0.7","181.0","10.0","171.0","0.0","1","7","0","3070.0","19,648","4.9"
"6000","553","1735","25.1","5430.0","1600.0","3830.0","0.0","436","117","0","70287.0","449,838","103.8"
"6003","188","728","20.5","1654.0","688.0","966.0","0.0","149","39","0","20665.0","132,255","30.5"
"6004","209","683","23.7","2034.0","660.0","1374.0","0.0","162","47","0","27066.0","173,224","40.0"
"6005","206","670","19.3","3531.0","594.0","2937.0","0.0","129","77","0","37444.0","239,645","55.5"
"6006","1152","3895","28.1","6257.0","5115.0","1040.0","102.0","1096","55","1","50072.0","320,461","74.1"
"6007","842","2910","26.3","5618.0","3437.0","2181.0","0.0","765","77","0","42537.0","272,237","62.9"
"6008","1701","5216","30.4","10279.0","7493.0","2786.0","0.0","1584","117","0","87173.0","557,905","129.4"
"6009","2160","5876","32.3","14371.0","9306.0","4265.0","800.0","1897","259","4","114352.0","731,851","170.1"
"6010","2558","6350","37.4","15424.0","11083.0","3006.0","1335.0","2377","177","4","105949.0","678,073","157.3"
"6011","1121","3510","28.5","6911.0","5049.0","1862.0","0.0","1001","120","0","55938.0","358,002","83.1"
"6012","1113","3185","31.6","6807.0","4999.0","1600.0","208.0","1005","107","1","50466.0","322,985","75.0"
"6014","2851","7065","38.0","16764.0","13263.0","2708.0","793.0","2684","163","4","117303.0","750,738","174.2"
"6015","1109","2283","43.1","6810.0","5120.0","1690.0","0.0","983","126","0","46040.0","294,656","68.4"
"6016","1208","3592","32.5","6167.0","5398.0","769.0","0.0","1166","42","0","49968.0","319,796","73.9"
"6017","534","2414","12.8","8966.0","1419.0","7351.0","196.0","308","225","1","137448.0","879,669","208.0"
"6018","6318","18021","34.0","31616.0","27635.0","3429.0","552.0","6119","197","2","242015.0","1,548,894","359.9"
"6019","2532","12134","20.2","13586.0","11345.0","1303.0","938.0","2455","74","3","98692.0","631,631","146.6"
"6020","4184","8862","45.7","21142.0","18915.0","1953.0","274.0","4050","133","1","139445.0","892,447","206.4"
"6021","3311","9506","32.7","19915.0","14523.0","4982.0","410.0","3104","206","1","186746.0","1,195,176","278.3"
"6022","1123","2174","51.2","4683.0","4532.0","151.0","0.0","1113","10","0","35268.0","225,713","52.2"
"6023","3331","5809","56.1","15888.0","14734.0","1154.0","0.0","3260","71","0","102213.0","654,166","151.3"
"6024","3049","5646","53.4","12972.0","12448.0","524.0","0.0","3015","34","0","93386.0","597,667","138.3"
"6025","6653","12398","52.7","30363.0","28498.0","1865.0","0.0","6539","114","0","206710.0","1,322,946","306.1"
"6026","5544","8864","61.8","24682.0","23424.0","1072.0","186.0","5477","66","1","151469.0","969,403","224.3"
"6027","8907","16496","52.9","42730.0","38434.0","3922.0","374.0","8722","184","1","314904.0","2,015,387","466.5"
"6028","5405","9133","58.0","27633.0","25709.0","1924.0","0.0","5299","106","0","149489.0","956,727","221.6"
"6029","458","1264","33.2","2486.0","1974.0","512.0","0.0","420","38","0","16910.0","108,222","25.1"
"6030","8882","17262","50.6","40024.0","37349.0","2532.0","143.0","8742","139","1","259228.0","1,659,059","384.7"
"6031","4306","8580","49.0","22840.0","20135.0","2505.0","200.0","4204","101","1","125323.0","802,069","186.8"
"6032","52","72","54.2","462.0","180.0","282.0","0.0","39","13","0","9521.0","60,935","14.1"
"6033","124","148","52.7","1724.0","392.0","1332.0","0.0","78","46","0","21002.0","134,411","31.0"
"6034","1133","1743","64.2","5548.0","5368.0","180.0","0.0","1119","14","0","15296.0","97,895","22.8"
"6035","2732","5922","45.2","13584.0","12419.0","964.0","201.0","2679","52","1","71216.0","455,781","105.9"
"6036","3355","8714","37.8","17494.0","15918.0","1363.0","213.0","3292","62","1","118926.0","761,125","177.1"
"6037","1065","1597","64.6","5329.0","4810.0","519.0","0.0","1031","34","0","25770.0","164,929","38.2"
"6038","2851","6406","43.9","13956.0","12827.0","931.0","198.0","2814","36","1","53752.0","344,011","80.1"
"6041","580","1162","47.5","3309.0","2299.0","569.0","441.0","552","26","2","29149.0","186,552","43.1"
"6042","36","86","39.5","170.0","146.0","24.0","0.0","34","2","0","2639.0","16,891","3.9"
"6043","93","500","18.0","427.0","390.0","37.0","0.0","90","3","0","260.0","1,662","0.4"
"6044","419","1706","23.7","2004.0","1679.0","325.0","0.0","404","15","0","13508.0","86,454","20.7"
"6050","1901","5614","31.3","10770.0","8424.0","2346.0","0.0","1755","146","0","91595.0","586,211","135.5"
"6051","1128","5550","19.5","5519.0","4670.0","849.0","0.0","1083","45","0","56084.0","358,935","83.1"
"6052","1618","4626","34.0","8643.0","7261.0","1182.0","200.0","1573","44","1","67773.0","433,749","100.3"
"6053","2530","6922","34.4","14215.0","10530.0","3685.0","0.0","2383","147","0","132898.0","850,550","199.0"
"6054","3748","9957","36.4","19303.0","15414.0","3523.0","366.0","3628","118","2","162456.0","1,039,720","242.3"
"6055","8116","13318","59.1","47848.0","41857.0","5491.0","500.0","7869","245","2","221218.0","1,415,794","329.7"
"6056","8368","20010","40.0","43579.0","35331.0","8058.0","190.0","8010","357","1","356197.0","2,279,658","528.7"
"6057","3694","7402","48.6","17330.0","14885.0","2096.0","349.0","3598","95","1","145738.0","932,722","212.6"
"6058","3120","6062","50.2","14734.0","12351.0","1984.0","399.0","3045","73","2","137920.0","882,687","202.7"
"6059","3924","10857","35.2","19187.0","17682.0","1505.0","0.0","3819","105","0","154394.0","988,123","228.7"
"6060","2489","12375","19.6","12532.0","11120.0","1270.0","142.0","2425","63","1","127212.0","814,155","188.3"
"6061","4311","21173","20.1","19173.0","17628.0","1347.0","198.0","4257","53","1","207354.0","1,327,063","307.5"
"6062","5621","15442","35.4","28592.0","24085.0","4507.0","0.0","5461","160","0","236370.0","1,512,771","350.0"
"6063","3223","5223","60.9","15317.0","14081.0","1106.0","130.0","3181","41","1","83622.0","535,180","123.8"
"6064","5367","12469","42.6","23743.0","22005.0","1539.0","199.0","5315","51","1","172334.0","1,102,941","255.1"
"6065","16240","27902","56.1","90171.0","72363.0","14705.0","3103.0","15663","566","11","624464.0","3,996,571","933.1"
"6066","3973","6852","57.4","17883.0","17159.0","724.0","0.0","3931","42","0","111401.0","712,966","164.9"
"6068","19","9","","284.0","42.0","242.0","0.0","11","8","0","260.0","1,666","0.4"
"6069","10983","21386","50.1","60533.0","51631.0","4303.0","4599.0","10707","272","4","334022.0","2,137,742","496.7"
"6070","830","1455","53.9","4127.0","3440.0","687.0","0.0","784","46","0","27784.0","177,820","40.4"
"6071","739","1337","53.0","3582.0","3076.0","506.0","0.0","709","30","0","31244.0","199,962","45.4"
"6072","208","366","54.6","907.0","809.0","98.0","0.0","200","8","0","7633.0","48,854","11.1"
"6073","729","1370","50.6","4318.0","3086.0","802.0","430.0","693","35","1","36717.0","234,988","53.4"
"6074","269","421","60.6","1301.0","1117.0","184.0","0.0","255","14","0","11355.0","72,675","16.5"
"6076","4822","9115","49.8","24634.0","19656.0","4978.0","0.0","4542","280","0","204243.0","1,307,156","296.9"
"6077","480","537","74.7","3751.0","2136.0","1615.0","0.0","401","79","0","33379.0","213,626","49.5"
